experiment,folder,choice_set,alternative,R,O,Y,G,B,P,UV,intensity,no_choice,max_count
6,F0T27T24T17T16F0T1F0F0T16F0F0F0F0T13F0,557,2_right,0,0.491893628,0,0,0,0,0.508106372,-1,0,29
6,F0T27T24T17T16F0T1F0F0T16F0F0F0F0T13F0,557,3_none,0,0,0,0,0,0,0,0,1,45
6,F0T30T17F0F0T22T15F0F0T33F0F0F0F0F0F0,626,1_left,0,0.308453771,0.16764582,0,0,0.311012829,0.212887579,1,0,26
6,F0T30T17F0F0T22T15F0F0T33F0F0F0F0F0F0,626,2_right,0,1,0,0,0,0,0,-1,0,9
6,F0T30T17F0F0T22T15F0F0T33F0F0F0F0F0F0,626,3_none,0,0,0,0,0,0,0,0,1,45
6,F0T41F0F0T25F0T16F0F0F0F0F0F0F0T75F0,600,1_left,0,0.42635567,0,0,0.356720442,0,0.216923888,1,0,8
6,F0T41F0F0T25F0T16F0F0F0F0F0F0F0T75F0,600,2_right,0,0,0,0,0,0,1,1,0,19
6,F0T41F0F0T25F0T16F0F0F0F0F0F0F0T75F0,600,3_none,0,0,0,0,0,0,0,0,1,53
6,F0T41F0T23F0F0T17F0F0F0F0T67F0F0F0F0,628,1_left,0,0.423782211,0,0.335488712,0,0,0.240729077,1,0,23
6,F0T41F0T23F0F0T17F0F0F0F0T67F0F0F0F0,628,2_right,0,0,0,1,0,0,0,1,0,5
6,F0T41F0T23F0F0T17F0F0F0F0T67F0F0F0F0,628,3_none,0,0,0,0,0,0,0,0,1,52
6,F0T48T46F0F0F0T2F0F0F0T17F0F0F0T12F0,588,1_left,0,0.501159817,0.466023004,0,0,0,0.032817179,1,0,7
6,F0T48T46F0F0F0T2F0F0F0T17F0F0F0T12F0,588,2_right,0,0,0.50233834,0,0,0,0.49766166,-1,0,25
6,F0T48T46F0F0F0T2F0F0F0T17F0F0F0T12F0,588,3_none,0,0,0,0,0,0,0,0,1,48
6,F0T51F0T33F0F0F0F0T10F0F0T10T11F0T14F0,630,1_left,0,0.522868405,0,0.477131595,0,0,0,1,0,4
6,F0T51F0T33F0F0F0F0T10F0F0T10T11F0T14F0,630,2_right,0.259593403,0,0,0.222697116,0.233780698,0,0.283928783,0.003773762,0,20
6,F0T51F0T33F0F0F0F0T10F0F0T10T11F0T14F0,630,3_none,0,0,0,0,0,0,0,0,1,56
6,T14F0F0F0F0F0T12F0F0T41F0F0F0T42F0F0,541,1_left,0.503776733,0,0,0,0,0,0.496223267,-1,0,16
6,T14F0F0F0F0F0T12F0F0T41F0F0F0T42F0F0,541,2_right,0,0.417091906,0,0,0,0.582908094,0,1,0,10
6,T14F0F0F0F0F0T12F0F0T41F0F0F0T42F0F0,541,3_none,0,0,0,0,0,0,0,0,1,54
6,T14F0T14F0F0F0T1F0F0T46F0F0T29F0T10F0,594,1_left,0.526633852,0,0.429491386,0,0,0,0.043874762,-1,0,5
6,T14F0T14F0F0F0T1F0F0T46F0F0T29F0T10F0,594,2_right,0,0.462972405,0,0,0.404616506,0,0.13241109,1,0,19
6,T14F0T14F0F0F0T1F0F0T46F0F0T29F0T10F0,594,3_none,0,0,0,0,0,0,0,0,1,56
6,T14T16F0T0F0F0F0F0F0T99F0F0F0F0F0F0,559,1_left,0.515021965,0.484978035,0,1.32E-17,0,0,0,-1,0,12
6,T14T16F0T0F0F0F0F0F0T99F0F0F0F0F0F0,559,2_right,0,1,0,0,0,0,0,1,0,4
6,T14T16F0T0F0F0F0F0F0T99F0F0F0F0F0F0,559,3_none,0,0,0,0,0,0,0,0,1,64
6,T15F0F0F0T10F0T0F0F0F0F0F0F0F0T25F0,575,1_left,0.553720403,0,0,0,0.439670724,0,0.006608872,-1,0,4
6,T15F0F0F0T10F0T0F0F0F0F0F0F0F0T25F0,575,2_right,0,0,0,0,0,0,1,-1,0,27
6,T15F0F0F0T10F0T0F0F0F0F0F0F0F0T25F0,575,3_none,0,0,0,0,0,0,0,0,1,49
6,T15F0F0T10F0F0F0F0T27F0F0F0T26F0T13F0,618,1_left,0.572057284,0,0,0.427942716,0,0,0,-1,0,1
6,T15F0F0T10F0F0F0F0T27F0F0F0T26F0T13F0,618,2_right,0.45939689,0,0,0,0.372174266,0,0.168428844,1,0,24
6,T15F0F0T10F0F0F0F0T27F0F0F0T26F0T13F0,618,3_none,0,0,0,0,0,0,0,0,1,55
6,T15F0T15F0F0F0T0F0T10F0T16F0T12F0T12F0,612,1_left,0.554271462,0,0.441251277,0,0,0,0.004477262,-1,0,5
6,T15F0T15F0F0F0T0F0T10F0T16F0T12F0T12F0,612,2_right,0.261248144,0,0.246783519,0,0.24901686,0,0.242951477,0.004566766,0,21
6,T15F0T15F0F0F0T0F0T10F0T16F0T12F0T12F0,612,3_none,0,0,0,0,0,0,0,0,1,54
6,T16T18T14F0F0F0T11F0F0F0F0T11T12F0F0F0,547,1_left,0.285087002,0.275383574,0.214164149,0,0,0,0.225365276,0.027991166,0,29
6,T16T18T14F0F0F0T11F0F0F0F0T11T12F0F0F0,547,2_right,0,0,0,0.496131701,0.503868299,0,0,-1,0,3
6,T16T18T14F0F0F0T11F0F0F0F0T11T12F0F0F0,547,3_none,0,0,0,0,0,0,0,0,1,48
6,T17T25T0F0F0T19T19F0F0F0F0F0F0F0T51F0,551,1_left,0.209850155,0.262653066,3.20E-18,0,0,0.266284056,0.261212723,1,0,24
6,T17T25T0F0F0T19T19F0F0F0F0F0F0F0T51F0,551,2_right,0,0,0,0,0,0,1,0.026915629,0,29
6,T17T25T0F0F0T19T19F0F0F0F0F0F0F0T51F0,551,3_none,0,0,0,0,0,0,0,0,1,27
6,T18F0F0F0F0T16T15F0F0F0F0F0F0F0T75F0,592,1_left,0.338056769,0,0,0,0,0.349176349,0.312766881,-0.015384721,0,8
6,T18F0F0F0F0T16T15F0F0F0F0F0F0F0T75F0,592,2_right,0,0,0,0,0,0,1,1,0,25
6,T18F0F0F0F0T16T15F0F0F0F0F0F0F0T75F0,592,3_none,0,0,0,0,0,0,0,0,1,47
6,T33T40F0F0F0F0T13F0F0F0F0F0F0T37T37F0,584,1_left,0.411602283,0.413754198,0,0,0,0,0.174643519,1,0,13
6,T33T40F0F0F0F0T13F0F0F0F0F0F0T37T37F0,584,2_right,0,0,0,0,0,0.511374143,0.488625857,1,0,25
6,T33T40F0F0F0F0T13F0F0F0F0F0F0T37T37F0,584,3_none,0,0,0,0,0,0,0,0,1,42
6,T34F0T35F0F0F0T17F0F0F0F0F0F0F0T51F0,545,1_left,0.414992656,0,0.351863973,0,0,0,0.233143371,1,0,19
6,T34F0T35F0F0F0T17F0F0F0F0F0F0F0T51F0,545,2_right,0,0,0,0,0,0,1,0.02540224,0,24
6,T34F0T35F0F0F0T17F0F0F0F0F0F0F0T51F0,545,3_none,0,0,0,0,0,0,0,0,1,37
6,T36F0F0T23F0F0T16F0F0F0F0F0F0F0T51F0,569,1_left,0.439106461,0,0,0.334319094,0,0,0.226574446,1,0,11
6,T36F0F0T23F0F0T16F0F0F0F0F0F0F0T51F0,569,2_right,0,0,0,0,0,0,1,0.022152739,0,26
6,T36F0F0T23F0F0T16F0F0F0F0F0F0F0T51F0,569,3_none,0,0,0,0,0,0,0,0,1,43
6,T38F0F0F0F0T37F0F0F0F0T46F0F0T38F0F0,578,1_left,0.46474179,0,0,0,0,0.53525821,0,1,0,11
6,T38F0F0F0F0T37F0F0F0F0T46F0F0T38F0F0,578,2_right,0,0,0.465242134,0,0,0.534757866,0,1,0,15
6,T38F0F0F0F0T37F0F0F0F0T46F0F0T38F0F0,578,3_none,0,0,0,0,0,0,0,0,1,54
6,T81F0F0F0F0F0F0F0F0F0F0F0F0F0T25F0,553,1_left,1,0,0,0,0,0,0,1,0,3
6,T81F0F0F0F0F0F0F0F0F0F0F0F0F0T25F0,553,2_right,0,0,0,0,0,0,1,-1,0,26
6,T81F0F0F0F0F0F0F0F0F0F0F0F0F0T25F0,553,3_none,0,0,0,0,0,0,0,0,1,51
6,T9F0F0T6F0T9F0F0F0F0F0F0T9T14F0F0,549,1_left,0.344155142,0,0,0.261881816,0,0.393963041,0,-1,0,9
6,T9F0F0T6F0T9F0F0F0F0F0F0T9T14F0F0,549,2_right,0,0,0,0,0.395093785,0.604906215,0,-1,0,13
6,T9F0F0T6F0T9F0F0F0F0F0F0T9T14F0F0,549,3_none,0,0,0,0,0,0,0,0,1,58
6,T9F0T8T6F0F0T4F0F0F0F0F0F0T72F0F0,527,1_left,0.32338632,0,0.255548655,0.273113071,0,0,0.147951954,-1,0,11
6,T9F0T8T6F0F0T4F0F0F0F0F0F0T72F0F0,527,2_right,0,0,0,0,0,1,0,1,0,11
6,T9F0T8T6F0F0T4F0F0F0F0F0F0T72F0F0,527,3_none,0,0,0,0,0,0,0,0,1,58
6,T9T12F0F0T7F0T0F0F0F0T46F0F0F0T41F0,529,1_left,0.325805058,0.371006544,0,0,0.289932395,0,0.013256003,-1,0,5
6,T9T12F0F0T7F0T0F0F0F0T46F0F0F0T41F0,529,2_right,0,0,0.460865634,0,0,0,0.539134366,1,0,18
6,T9T12F0F0T7F0T0F0F0F0T46F0F0F0T41F0,529,3_none,0,0,0,0,0,0,0,0,1,57
7,F0F0F0F0F0F0T24F0F0F0F0T26F0T44F0F0,711,1_left,0,0,0,0,0,0,1,-1,0,5
7,F0F0F0F0F0F0T24F0F0F0F0T26F0T44F0F0,711,2_right,0,0,0,0.393285526,0,0.606714474,0,1,0,3
7,F0F0F0F0F0F0T24F0F0F0F0T26F0T44F0F0,711,3_none,0,0,0,0,0,0,0,0,1,72
7,F0F0F0F0F0F0T24F0F0F0T15F0T10T16T14F0,662,1_left,0,0,0,0,0,0,1,-1,0,12
7,F0F0F0F0F0F0T24F0F0F0T15F0T10T16T14F0,662,2_right,0,0,0.211247676,0,0.20948568,0.318044259,0.261222385,0.090143347,0,10
7,F0F0F0F0F0F0T24F0F0F0T15F0T10T16T14F0,662,3_none,0,0,0,0,0,0,0,0,1,58
7,F0F0F0F0F0F0T49F0F0F0F0T30F0F0T42F0,739,1_left,0,0,0,0,0,0,1,0.017354285,0,10
7,F0F0F0F0F0F0T49F0F0F0F0T30F0F0T42F0,739,2_right,0,0,0,0.44035455,0,0,0.55964545,1,0,13
7,F0F0F0F0F0F0T49F0F0F0F0T30F0F0T42F0,739,3_none,0,0,0,0,0,0,0,0,1,57
7,F0F0F0F0F0F0T49F0F0F0F0T33T35F0T2F0,685,1_left,0,0,0,0,0,0,1,0.021005425,0,4
7,F0F0F0F0F0F0T49F0F0F0F0T33T35F0T2F0,685,2_right,0,0,0,0.485732143,0.491702408,0,0.02256545,1,0,1
7,F0F0F0F0F0F0T49F0F0F0F0T33T35F0T2F0,685,3_none,0,0,0,0,0,0,0,0,1,75
7,F0F0F0F0F0F0T49F0F0F0F0T5T6T7T6F0,638,1_left,0,0,0,0,0,0,1,0.0237342,0,4
7,F0F0F0F0F0F0T49F0F0F0F0T5T6T7T6F0,638,2_right,0,0,0,0.230674637,0.254160518,0.273413777,0.241751068,-1,0,2
7,F0F0F0F0F0F0T49F0F0F0F0T5T6T7T6F0,638,3_none,0,0,0,0,0,0,0,0,1,74
7,F0F0F0F0F0F0T49F0F0F0T31T17T19F0T13F0,676,1_left,0,0,0,0,0,0,1,0.025288016,0,6
7,F0F0F0F0F0F0T49F0F0F0T31T17T19F0T13F0,676,2_right,0,0,0.309335397,0.250439669,0.262698722,0,0.177526212,1,0,2
7,F0F0F0F0F0F0T49F0F0F0T31T17T19F0T13F0,676,3_none,0,0,0,0,0,0,0,0,1,72
7,F0F0F0F0F0F0T49F0F0F0T7F0T8T11F0F0,691,1_left,0,0,0,0,0,0,1,0.023483921,0,7
7,F0F0F0F0F0F0T49F0F0F0T7F0T8T11F0F0,691,2_right,0,0,0.224078056,0,0.319538243,0.456383702,0,-1,0,2
7,F0F0F0F0F0F0T49F0F0F0T7F0T8T11F0F0,691,3_none,0,0,0,0,0,0,0,0,1,71
7,F0F0F0F0F0F0T49F0F0T12F0T6T7F0T3F0,648,1_left,0,0,0,0,0,0,1,0.021923635,0,9
7,F0F0F0F0F0F0T49F0F0T12F0T6T7F0T3F0,648,2_right,0,0.34932079,0,0.269452981,0.276800571,0,0.104425658,-1,0,4
7,F0F0F0F0F0F0T49F0F0T12F0T6T7F0T3F0,648,3_none,0,0,0,0,0,0,0,0,1,67
7,F0F0F0F0F0F0T49F0F0T17F0F0T10F0T1F0,735,1_left,0,0,0,0,0,0,1,0.020291947,0,12
7,F0F0F0F0F0F0T49F0F0T17F0F0T10F0T1F0,735,2_right,0,0.521636711,0,0,0.439293257,0,0.039070031,-1,0,2
7,F0F0F0F0F0F0T49F0F0T17F0F0T10F0T1F0,735,3_none,0,0,0,0,0,0,0,0,1,66
7,F0F0F0F0F0F0T49F0T11F0F0T0T10F0F0F0,741,1_left,0,0,0,0,0,0,1,0.024774659,0,16
7,F0F0F0F0F0F0T49F0T11F0F0T0T10F0F0F0,741,2_right,0.557358344,0,0,9.18E-18,0.442641656,0,0,-1,0,1
7,F0F0F0F0F0F0T49F0T11F0F0T0T10F0F0F0,741,3_none,0,0,0,0,0,0,0,0,1,63
7,F0F0F0F0F0F0T49F0T20F0T29F0F0T27F0F0,747,1_left,0,0,0,0,0,0,1,0.027648309,0,13
7,F0F0F0F0F0F0T49F0T20F0T29F0F0T27F0F0,747,2_right,0.329676849,0,0.291326845,0,0,0.378996305,0,1,0,4
7,F0F0F0F0F0F0T49F0T20F0T29F0F0T27F0F0,747,3_none,0,0,0,0,0,0,0,0,1,63
7,F0F0F0F0F0F0T49F0T7F0F0T6T6F0T3F0,636,1_left,0,0,0,0,0,0,1,0.025348121,0,3
7,F0F0F0F0F0F0T49F0T7F0F0T6T6F0T3F0,636,2_right,0.346068405,0,0,0.285153659,0.258041682,0,0.110736254,-1,0,5
7,F0F0F0F0F0F0T49F0T7F0F0T6T6F0T3F0,636,3_none,0,0,0,0,0,0,0,0,1,72
7,F0F0F0F0F0F0T72F0F0F0T45T28F0F0T10F0,705,1_left,0,0,0,0,0,0,1,1,0,8
7,F0F0F0F0F0F0T72F0F0F0T45T28F0F0T10F0,705,2_right,0,0,0.456941301,0.40992661,0,0,0.133132089,1,0,5
7,F0F0F0F0F0F0T72F0F0F0T45T28F0F0T10F0,705,3_none,0,0,0,0,0,0,0,0,1,67
7,F0F0F0F0F0F0T72F0T10T17F0T8F0F0T14F0,664,1_left,0,0,0,0,0,0,1,1,0,12
7,F0F0F0F0F0F0T72F0T10T17F0T8F0F0T14F0,664,2_right,0.264335255,0.266529671,0,0.192206681,0,0,0.276928394,-0.024490029,0,9
7,F0F0F0F0F0F0T72F0T10T17F0T8F0F0T14F0,664,3_none,0,0,0,0,0,0,0,0,1,59
7,F0F0F0F0F0F0T72F0T17F0T25F0T19F0T14F0,707,1_left,0,0,0,0,0,0,1,1,0,9
7,F0F0F0F0F0F0T72F0T17F0T25F0T19F0T14F0,707,2_right,0.291103444,0,0.255084278,0,0.272469957,0,0.181342322,1,0,4
7,F0F0F0F0F0F0T72F0T17F0T25F0T19F0T14F0,707,3_none,0,0,0,0,0,0,0,0,1,67
7,F0F0F0F0T12F0T12F0F0T15F0F0F0T13F0F0,650,1_left,0,0,0,0,0.491928864,0,0.508071136,-1,0,9
7,F0F0F0F0T12F0T12F0F0T15F0F0F0T13F0F0,650,2_right,0,0.459623944,0,0,0,0.540376056,0,-1,0,3
7,F0F0F0F0T12F0T12F0F0T15F0F0F0T13F0F0,650,3_none,0,0,0,0,0,0,0,0,1,68
7,F0F0F0F0T27T43F0F0T7T11T10F0F0F0F0F0,681,1_left,0,0,0,0,0.380824556,0.619175444,0,1,0,2
7,F0F0F0F0T27T43F0F0T7T11T10F0F0F0F0F0,681,2_right,0.370092237,0.338724316,0.291183447,0,0,0,0,-1,0,1
7,F0F0F0F0T27T43F0F0T7T11T10F0F0F0F0F0,681,3_none,0,0,0,0,0,0,0,0,1,77
7,F0F0F0F0T32F0T39F0F0F0F0F0F0F0T51F0,670,1_left,0,0,0,0,0.462335534,0,0.537664466,1,0,8
7,F0F0F0F0T32F0T39F0F0F0F0F0F0F0T51F0,670,2_right,0,0,0,0,0,0,1,0.021129152,0,12
7,F0F0F0F0T32F0T39F0F0F0F0F0F0F0T51F0,670,3_none,0,0,0,0,0,0,0,0,1,60
7,F0F0F0F0T70F0F0F0F0F0T33F0F0F0F0F0,737,1_left,0,0,0,0,1,0,0,1,0,3
7,F0F0F0F0T70F0F0F0F0F0T33F0F0F0F0F0,737,2_right,0,0,1,0,0,0,0,-1,0,1
7,F0F0F0F0T70F0F0F0F0F0T33F0F0F0F0F0,737,3_none,0,0,0,0,0,0,0,0,1,76
7,F0F0F0T11F0F0T12F0T7T12F0T7F0F0F0F0,689,1_left,0,0,0,0.486029689,0,0,0.513970311,-1,0,6
7,F0F0F0T11F0F0T12F0T7T12F0T7F0F0F0F0,689,2_right,0.354128255,0.350103422,0,0.295768322,0,0,0,-1,0,2
7,F0F0F0T11F0F0T12F0T7T12F0T7F0F0F0F0,689,3_none,0,0,0,0,0,0,0,0,1,72
7,F0F0F0T27F0T42F0F0F0F0F0F0F0F0T51F0,668,1_left,0,0,0,0.394959192,0,0.605040808,0,1,0,2
7,F0F0F0T27F0T42F0F0F0F0F0F0F0F0T51F0,668,2_right,0,0,0,0,0,0,1,0.022350484,0,12
7,F0F0F0T27F0T42F0F0F0F0F0F0F0F0T51F0,668,3_none,0,0,0,0,0,0,0,0,1,66
7,F0F0F0T34T35F0F0F0T10F0F0F0F0T12F0F0,640,1_left,0,0,0,0.500303905,0.499696095,0,0,1,0,0
7,F0F0F0T34T35F0F0F0T10F0F0F0F0T12F0F0,640,2_right,0.487289282,0,0,0,0,0.512710718,0,-1,0,2
7,F0F0F0T34T35F0F0F0T10F0F0F0F0T12F0F0,640,3_none,0,0,0,0,0,0,0,0,1,78
7,F0F0F0T9F0T14F0F0F0T15F0F0F0T13F0F0,695,1_left,0,0,0,0.392819168,0,0.607180832,0,-1,0,2
7,F0F0F0T9F0T14F0F0F0T15F0F0F0T13F0F0,695,2_right,0,0.462091562,0,0,0,0.537908438,0,-1,0,3
7,F0F0F0T9F0T14F0F0F0T15F0F0F0T13F0F0,695,3_none,0,0,0,0,0,0,0,0,1,75
7,F0F0T10T7T7F0T3F0F0F0F0F0F0F0T25F0,674,1_left,0,0,0.303411196,0.286754583,0.281581624,0,0.128252597,-1,0,2
7,F0F0T10T7T7F0T3F0F0F0F0F0F0F0T25F0,674,2_right,0,0,0,0,0,0,1,-1,0,6
7,F0F0T10T7T7F0T3F0F0F0F0F0F0F0T25F0,674,3_none,0,0,0,0,0,0,0,0,1,72
7,F0F0T15F0F0T12F0F0F0F0F0T15T21T35F0F0,656,1_left,0,0,0.464429135,0,0,0.535570865,0,-1,0,5
7,F0F0T15F0F0T12F0F0F0F0F0T15T21T35F0F0,656,2_right,0,0,0,0.222356178,0.29065865,0.486985172,0,1,0,4
7,F0F0T15F0F0T12F0F0F0F0F0T15T21T35F0F0,656,3_none,0,0,0,0,0,0,0,0,1,71
7,F0F0T17F0T12F0F0F0F0F0T99F0F0F0F0F0,666,1_left,0,0,0.504579036,0,0.495420964,0,0,-1,0,1
7,F0F0T17F0T12F0F0F0F0F0T99F0F0F0F0F0,666,2_right,0,0,1,0,0,0,0,1,0,2
7,F0F0T17F0T12F0F0F0F0F0T99F0F0F0F0F0,666,3_none,0,0,0,0,0,0,0,0,1,77
7,F0F0T17T11F0F0F0F0F0T20T13F0T12F0T13F0,658,1_left,0,0,0.509537863,0.490462137,0,0,0,-1,0,2
7,F0F0T17T11F0F0F0F0F0T20T13F0T12F0T13F0,658,2_right,0,0.295403739,0.194206952,0,0.260753192,0,0.249636116,0.004779195,0,17
7,F0F0T17T11F0F0F0F0F0T20T13F0T12F0T13F0,658,3_none,0,0,0,0,0,0,0,0,1,61
7,F0F0T1F0F0T12T11F0F0F0F0T22F0F0F0F0,699,1_left,0,0,0.017795779,0,0,0.522406522,0.4597977,-1,0,8
7,F0F0T1F0F0T12T11F0F0F0F0T22F0F0F0F0,699,2_right,0,0,0,1,0,0,0,-1,0,1
7,F0F0T1F0F0T12T11F0F0F0F0T22F0F0F0F0,699,3_none,0,0,0,0,0,0,0,0,1,71
7,F0F0T21T12F0T22F0F0F0F0F0F0F0F0T51F0,751,1_left,0,0,0.295209459,0.250914856,0,0.453875686,0,0.118539527,0,4
7,F0F0T21T12F0T22F0F0F0F0F0F0F0F0T51F0,751,2_right,0,0,0,0,0,0,1,0.020231364,0,13
7,F0F0T21T12F0T22F0F0F0F0F0F0F0F0T51F0,751,3_none,0,0,0,0,0,0,0,0,1,63
7,F0F0T51T33F0F0F0F0F0F0F0F0F0F0T51F0,733,1_left,0,0,0.515262097,0.484737903,0,0,0,1,0,2
7,F0F0T51T33F0F0F0F0F0F0F0F0F0F0T51F0,733,2_right,0,0,0,0,0,0,1,0.01989146,0,11
7,F0F0T51T33F0F0F0F0F0F0F0F0F0F0T51F0,733,3_none,0,0,0,0,0,0,0,0,1,67
7,F0F0T8F0T25T39F0F0T20F0F0F0F0F0F0F0,729,1_left,0,0,0.080037065,0,0.35971088,0.560252055,0,1,0,5
7,F0F0T8F0T25T39F0F0T20F0F0F0F0F0F0F0,729,2_right,1,0,0,0,0,0,0,-1,0,1
7,F0F0T8F0T25T39F0F0T20F0F0F0F0F0F0F0,729,3_none,0,0,0,0,0,0,0,0,1,74
7,F0T10T9T7F0F0T3F0F0F0F0F0F0F0T51F0,709,1_left,0,0.314553279,0.282483784,0.294426593,0,0,0.108536344,-1,0,2
7,F0T10T9T7F0F0T3F0F0F0F0F0F0F0T51F0,709,2_right,0,0,0,0,0,0,1,0.025214613,0,11
7,F0T10T9T7F0F0T3F0F0F0F0F0F0F0T51F0,709,3_none,0,0,0,0,0,0,0,0,1,67
7,F0T12T8F0T8F0T2F0F0F0F0F0F0F0T51F0,717,1_left,0,0.359240166,0.250289748,0,0.325806924,0,0.064663161,-1,0,3
7,F0T12T8F0T8F0T2F0F0F0F0F0F0F0T51F0,717,2_right,0,0,0,0,0,0,1,0.026792613,0,13
7,F0T12T8F0T8F0T2F0F0F0F0F0F0F0T51F0,717,3_none,0,0,0,0,0,0,0,0,1,64
7,F0T17T14T11F0F0T14F0F0F0T51F0T35F0F0F0,753,1_left,0,0.270351473,0.207154599,0.239523504,0,0,0.282970424,-0.006525586,0,13
7,F0T17T14T11F0F0T14F0F0F0T51F0T35F0F0F0,753,2_right,0,0,0.512958046,0,0.487041954,0,0,1,0,2
7,F0T17T14T11F0F0T14F0F0F0T51F0T35F0F0F0,753,3_none,0,0,0,0,0,0,0,0,1,65
7,F0T17T16F0F0F0F0F0F0F0F0F0T24F0F0F0,701,1_left,0,0.523490464,0.476509536,0,0,0,0,-1,0,1
7,F0T17T16F0F0F0F0F0F0F0F0F0T24F0F0F0,701,2_right,0,0,0,0,1,0,0,-1,0,2
7,F0T17T16F0F0F0F0F0F0F0F0F0T24F0F0F0,701,3_none,0,0,0,0,0,0,0,0,1,77
7,F0T18F0T10F0F0F0F0T32F0F0T30F0F0T1F0,652,1_left,0,0.549684993,0,0.450315007,0,0,0,-1,0,1
7,F0T18F0T10F0F0F0F0T32F0F0T30F0F0T1F0,652,2_right,0.536898897,0,0,0.451281425,0,0,0.011819678,1,0,2
7,F0T18F0T10F0F0F0F0T32F0F0T30F0F0T1F0,652,3_none,0,0,0,0,0,0,0,0,1,77
7,F0T19T11F0F0T17T9F0F0F0F0F0F0T24F0F0,749,1_left,0,0.292315524,0.172099208,0,0,0.353799662,0.181785606,0.024007986,0,8
7,F0T19T11F0F0T17T9F0F0F0F0F0F0T24F0F0,749,2_right,0,0,0,0,0,1,0,-1,0,4
7,F0T19T11F0F0T17T9F0F0F0F0F0F0T24F0F0,749,3_none,0,0,0,0,0,0,0,0,1,68
7,F0T27T24T17T16F0T1F0F0T16F0F0F0F0T13F0,715,1_left,0,0.277913117,0.24656494,0.244496556,0.222067302,0,0.008958085,1,0,1
7,F0T27T24T17T16F0T1F0F0T16F0F0F0F0T13F0,715,2_right,0,0.491893628,0,0,0,0,0.508106372,-1,0,10
7,F0T27T24T17T16F0T1F0F0T16F0F0F0F0T13F0,715,3_none,0,0,0,0,0,0,0,0,1,69
7,F0T30T17F0F0T22T15F0F0T33F0F0F0F0F0F0,646,1_left,0,0.308453771,0.16764582,0,0,0.311012829,0.212887579,1,0,12
7,F0T30T17F0F0T22T15F0F0T33F0F0F0F0F0F0,646,2_right,0,1,0,0,0,0,0,-1,0,1
7,F0T30T17F0F0T22T15F0F0T33F0F0F0F0F0F0,646,3_none,0,0,0,0,0,0,0,0,1,67
7,F0T41F0F0T25F0T16F0F0F0F0F0F0F0T75F0,672,1_left,0,0.42635567,0,0,0.356720442,0,0.216923888,1,0,6
7,F0T41F0F0T25F0T16F0F0F0F0F0F0F0T75F0,672,2_right,0,0,0,0,0,0,1,1,0,9
7,F0T41F0F0T25F0T16F0F0F0F0F0F0F0T75F0,672,3_none,0,0,0,0,0,0,0,0,1,65
7,F0T41F0T23F0F0T17F0F0F0F0T67F0F0F0F0,644,1_left,0,0.423782211,0,0.335488712,0,0,0.240729077,1,0,5
7,F0T41F0T23F0F0T17F0F0F0F0T67F0F0F0F0,644,2_right,0,0,0,1,0,0,0,1,0,0
7,F0T41F0T23F0F0T17F0F0F0F0T67F0F0F0F0,644,3_none,0,0,0,0,0,0,0,0,1,75
7,F0T48T46F0F0F0T2F0F0F0T17F0F0F0T12F0,683,1_left,0,0.501159817,0.466023004,0,0,0,0.032817179,1,0,2
7,F0T48T46F0F0F0T2F0F0F0T17F0F0F0T12F0,683,2_right,0,0,0.50233834,0,0,0,0.49766166,-1,0,4
7,F0T48T46F0F0F0T2F0F0F0T17F0F0F0T12F0,683,3_none,0,0,0,0,0,0,0,0,1,74
7,F0T51F0T33F0F0F0F0T10F0F0T10T11F0T14F0,642,1_left,0,0.522868405,0,0.477131595,0,0,0,1,0,1
7,F0T51F0T33F0F0F0F0T10F0F0T10T11F0T14F0,642,2_right,0.259593403,0,0,0.222697116,0.233780698,0,0.283928783,0.003773762,0,6
7,F0T51F0T33F0F0F0F0T10F0F0T10T11F0T14F0,642,3_none,0,0,0,0,0,0,0,0,1,73
7,T14F0F0F0F0F0T12F0F0T41F0F0F0T42F0F0,731,1_left,0.503776733,0,0,0,0,0,0.496223267,-1,0,9
7,T14F0F0F0F0F0T12F0F0T41F0F0F0T42F0F0,731,2_right,0,0.417091906,0,0,0,0.582908094,0,1,0,5
7,T14F0F0F0F0F0T12F0F0T41F0F0F0T42F0F0,731,3_none,0,0,0,0,0,0,0,0,1,66
7,T14F0T14F0F0F0T1F0F0T46F0F0T29F0T10F0,678,1_left,0.526633852,0,0.429491386,0,0,0,0.043874762,-1,0,1
7,T14F0T14F0F0F0T1F0F0T46F0F0T29F0T10F0,678,2_right,0,0.462972405,0,0,0.404616506,0,0.13241109,1,0,4
7,T14F0T14F0F0F0T1F0F0T46F0F0T29F0T10F0,678,3_none,0,0,0,0,0,0,0,0,1,75
7,T14T16F0T0F0F0F0F0F0T99F0F0F0F0F0F0,713,1_left,0.515021965,0.484978035,0,1.32E-17,0,0,0,-1,0,5
7,T14T16F0T0F0F0F0F0F0T99F0F0F0F0F0F0,713,2_right,0,1,0,0,0,0,0,1,0,2
7,T14T16F0T0F0F0F0F0F0T99F0F0F0F0F0F0,713,3_none,0,0,0,0,0,0,0,0,1,73
7,T15F0F0F0T10F0T0F0F0F0F0F0F0F0T25F0,697,1_left,0.553720403,0,0,0,0.439670724,0,0.006608872,-1,0,2
7,T15F0F0F0T10F0T0F0F0F0F0F0F0F0T25F0,697,2_right,0,0,0,0,0,0,1,-1,0,6
